gene_name,gene_type
AL136981.1,transcribed_unprocessed_pseudogene
AL354977.1,lncRNA
BCAS2P3,processed_pseudogene
AC005008.1,processed_pseudogene
LINC01108,lncRNA
TEX41,lncRNA
LINC02679,lncRNA
IGBP1P1,processed_pseudogene
AL606748.1,lncRNA
AC073311.1,lncRNA
AC020595.1,lncRNA
PWWP2AP1,processed_pseudogene
CT47A12,protein_coding
LINC01535,lncRNA
ENTPD1-AS1,lncRNA
AC013470.2,protein_coding
NXNP1,processed_pseudogene
AL441943.1,lncRNA
ANKRD20A10P,processed_pseudogene
LENG8-AS1,lncRNA
AL034380.1,lncRNA
AL360181.1,lncRNA
MTND4P25,processed_pseudogene
RPL15P14,processed_pseudogene
MIR217HG,lncRNA
NPM1P4,processed_pseudogene
SDCBPP1,processed_pseudogene
AL161452.1,lncRNA
AL359458.1,lncRNA
AC073409.1,lncRNA
FGF12-AS3,lncRNA
FAM66C,lncRNA
LINC01709,lncRNA
AL589986.1,lncRNA
PTPRD-AS2,lncRNA
SNRPGP8,processed_pseudogene
EEF1DP2,processed_pseudogene
LINC00424,lncRNA
AL513175.1,processed_pseudogene
AC109780.2,unprocessed_pseudogene
PABPC1L2B-AS1,lncRNA
TMEM256P2,processed_pseudogene
RPL35AP30,processed_pseudogene
AL138826.1,lncRNA
SNRPGP12,processed_pseudogene
AL358972.1,lncRNA
LINC02554,lncRNA
HSBP1L1,protein_coding
AC005326.1,processed_pseudogene
OAZ1P1,processed_pseudogene
SMCR5,lncRNA
FSIP2-AS2,lncRNA
AL360271.2,unprocessed_pseudogene
CUTALP,transcribed_unitary_pseudogene
FOXN3P2,processed_pseudogene
AL606760.1,lncRNA
VPS25P1,processed_pseudogene
AC007365.1,lncRNA
PP12613,lncRNA
DISC1-IT1,lncRNA
DAB1-AS1,lncRNA
TAS2R46,protein_coding
LINC02668,lncRNA
SRRM5,protein_coding
AC010145.1,lncRNA
RPSAP33,processed_pseudogene
FABP7P1,processed_pseudogene
AC114501.1,processed_pseudogene
GAPDHP54,processed_pseudogene
AC000124.1,lncRNA
AP001136.1,lncRNA
AL021393.1,lncRNA
AL663109.1,processed_pseudogene
HIKESHIP1,processed_pseudogene
KRTAP3-4P,unprocessed_pseudogene
FAM30A,lncRNA
NAALADL2-AS2,lncRNA
AC244035.1,lncRNA
TBCAP1,processed_pseudogene
AC117465.1,lncRNA
TLK1P1,processed_pseudogene
PGAM4,protein_coding
WBP11P2,processed_pseudogene
HNRNPA3P1,processed_pseudogene
LINC02611,lncRNA
C13orf42,protein_coding
MTND1P20,processed_pseudogene
AC005828.1,lncRNA
AL138749.1,lncRNA
CACTIN-AS1,lncRNA
OSTCP8,processed_pseudogene
AL442647.1,processed_pseudogene
ZNF451-AS1,lncRNA
AL359839.1,processed_pseudogene
LCT-AS1,lncRNA
MROH5,polymorphic_pseudogene
LINC00840,lncRNA
AC112198.1,processed_pseudogene
AL117382.1,lncRNA
LINC01941,lncRNA
AL035407.1,processed_pseudogene
AC005082.1,lncRNA
SLC6A6P1,processed_pseudogene
MEIS1-AS3,lncRNA
AL592049.1,unprocessed_pseudogene
LINC02785,lncRNA
SUGT1P1,unprocessed_pseudogene
AC006001.2,lncRNA
LINC01509,lncRNA
NPM1P11,processed_pseudogene
LINC02774,lncRNA
AC093655.1,lncRNA
MED15P3,processed_pseudogene
AC092164.1,lncRNA
ARHGAP29-AS1,lncRNA
AC018437.1,processed_pseudogene
HMGB1P32,processed_pseudogene
AC096582.1,unprocessed_pseudogene
MTND6P11,processed_pseudogene
PAICSP3,processed_pseudogene
AL158834.1,lncRNA
AL606753.1,processed_pseudogene
EEF1GP3,processed_pseudogene
LINC00348,lncRNA
PRPS1P1,processed_pseudogene
AL109811.1,lncRNA
AC004112.1,lncRNA
AC010894.1,lncRNA
AL451105.1,lncRNA
RPSAP17,processed_pseudogene
THORLNC,lncRNA
DUTP3,transcribed_processed_pseudogene
LINC02051,lncRNA
RBX1P1,processed_pseudogene
AL390835.1,lncRNA
AC104463.2,lncRNA
SHROOM2P1,transcribed_unprocessed_pseudogene
ATE1-AS1,transcribed_unitary_pseudogene
AC244505.4,unprocessed_pseudogene
AC096637.1,lncRNA
LHFPL3-AS1,lncRNA
BX276092.2,transcribed_unprocessed_pseudogene
AC135178.2,lncRNA
AC002472.1,lncRNA
CDY14P,unprocessed_pseudogene
AC005154.1,processed_pseudogene
ZNF877P,unprocessed_pseudogene
SMYD3-AS1,lncRNA
AL354733.1,lncRNA
GSTM3P2,processed_pseudogene
H3P44,processed_pseudogene
AL035416.1,lncRNA
RPS29P10,processed_pseudogene
E2F6P3,processed_pseudogene
AC093787.1,processed_pseudogene
ERVMER34-1,protein_coding
RPLP1P10,processed_pseudogene
AL359541.1,lncRNA
Z97652.1,lncRNA
LINC01359,lncRNA
AL731577.1,lncRNA
AL451069.1,lncRNA
CHCHD2P1,processed_pseudogene
LINC00354,lncRNA
AL353608.2,lncRNA
AC005040.1,processed_pseudogene
TTTY4,lncRNA
H2BP6,processed_pseudogene
ISCA2P1,processed_pseudogene
BSN-DT,lncRNA
RPL19P4,processed_pseudogene
LINC01276,lncRNA
AC010086.1,unprocessed_pseudogene
AL365184.1,lncRNA
AL160004.1,lncRNA
LINC00454,lncRNA
IL1R1-AS1,lncRNA
PDZPH1P,transcribed_unitary_pseudogene
AL451081.1,lncRNA
RPS14P4,processed_pseudogene
CT47A11,protein_coding
GTF2IP2,unprocessed_pseudogene
NRBF2P2,processed_pseudogene
LINC00161,lncRNA
CEP164P1,transcribed_processed_pseudogene
AC119428.1,lncRNA
AC062021.1,lncRNA
RBMY1J,protein_coding
IL9RP3,unprocessed_pseudogene
ALG1L5P,unprocessed_pseudogene
RNF207-AS1,lncRNA
AC098935.1,processed_pseudogene
AC062022.1,processed_pseudogene
LCEP4,unprocessed_pseudogene
RPS4XP2,transcribed_processed_pseudogene
OR6K5P,unprocessed_pseudogene
DANCR,lncRNA
AC093019.1,processed_pseudogene
NCKAP5-AS2,lncRNA
AL023802.1,lncRNA
AC104306.2,processed_pseudogene
AP000432.1,lncRNA
AL358075.1,lncRNA
MTCO1P21,unprocessed_pseudogene
PPIAP60,processed_pseudogene
RAC1P6,processed_pseudogene
AC078883.2,lncRNA
RHEBP2,processed_pseudogene
AC073114.1,lncRNA
HAUS4P1,processed_pseudogene
LINC00423,lncRNA
AL391845.1,lncRNA
NEDD8P1,processed_pseudogene
AL606490.2,processed_pseudogene
RPL12P19,processed_pseudogene
AL512638.1,unprocessed_pseudogene
COX6A1P2,processed_pseudogene
HMGN1P24,processed_pseudogene
MAGI2-AS2,lncRNA
LTA,protein_coding
ABHD17AP6,unprocessed_pseudogene
CENPCP1,processed_pseudogene
LINC01692,lncRNA
AL035410.1,processed_pseudogene
LINC01203,lncRNA
PRELID1P5,processed_pseudogene
AL157938.1,processed_pseudogene
AL049758.1,processed_pseudogene
AC025946.1,lncRNA
AC140479.1,processed_pseudogene
AC145625.1,lncRNA
AC012593.1,lncRNA
LINC00658,lncRNA
AP000477.1,lncRNA
MTATP6P30,unprocessed_pseudogene
AC073325.2,processed_pseudogene
HSPD1P14,processed_pseudogene
NBPF2P,unprocessed_pseudogene
SNRPEP10,processed_pseudogene
AC108032.1,processed_pseudogene
AL136988.2,lncRNA
LINC01247,lncRNA
AL009174.1,processed_pseudogene
FUNDC2P4,processed_pseudogene
LINC02876,lncRNA
LINC02527,lncRNA
OR7E96P,unprocessed_pseudogene
FKBP14-AS1,lncRNA
AC023141.4,unprocessed_pseudogene
LINC02796,lncRNA
AC007036.1,lncRNA
IL6STP1,processed_pseudogene
OR7E101P,unprocessed_pseudogene
AC007557.1,lncRNA
OR51A3P,unprocessed_pseudogene
SLC8A1-AS1,lncRNA
AL139237.1,lncRNA
RPS2P36,processed_pseudogene
AC019130.1,lncRNA
AL445433.1,processed_pseudogene
MTATP6P18,unprocessed_pseudogene
LINC00511,lncRNA
GTF2IP7,transcribed_unprocessed_pseudogene
ITGB2-AS1,lncRNA
AC022483.1,processed_pseudogene
AC003666.1,lncRNA
LINC01682,lncRNA
AL589765.1,lncRNA
AC012065.1,lncRNA
AC096677.3,processed_pseudogene
AL512288.1,lncRNA
C14orf132,protein_coding
MUC12-AS1,lncRNA
FDX1P2,processed_pseudogene
AC009961.2,processed_pseudogene
RPL6P2,processed_pseudogene
WDR46,protein_coding
BX510359.2,unprocessed_pseudogene
ANHX,protein_coding
LINC00629,lncRNA
AC079779.1,lncRNA
AL596276.1,processed_pseudogene
RPL41P1,processed_pseudogene
Z82205.1,processed_pseudogene
Z98257.1,lncRNA
DPPA3P1,processed_pseudogene
AL162584.1,lncRNA
CNN2P2,processed_pseudogene
EPS15-AS1,lncRNA
FOCAD-AS1,lncRNA
AL353706.1,processed_pseudogene
SDHDP2,processed_pseudogene
AP000472.1,lncRNA
AL158166.1,lncRNA
AC107983.1,processed_pseudogene
LINC02094,lncRNA
AC012441.1,processed_pseudogene
AC005912.1,processed_pseudogene
LINC02798,lncRNA
L29074.1,lncRNA
RBMX2P5,processed_pseudogene
AC012494.1,lncRNA
AL031767.1,lncRNA
AP000402.1,lncRNA
SLC6A17-AS1,lncRNA
AL512785.1,lncRNA
HMGB3P8,processed_pseudogene
RPS28P7,processed_pseudogene
AC073636.1,lncRNA
AC025822.1,lncRNA
OR2AS1P,unprocessed_pseudogene
PIGQP1,transcribed_unprocessed_pseudogene
PARP1P1,processed_pseudogene
AC104667.1,lncRNA
IGHD1-14,IG_D_gene
CRIP1P3,processed_pseudogene
LMCD1-AS1,lncRNA
AC073210.1,unprocessed_pseudogene
LINC01630,lncRNA
HORMAD2-AS1,lncRNA
BTF3P13,processed_pseudogene
AC009238.1,processed_pseudogene
LINC02672,lncRNA
RPL12P44,processed_pseudogene
ZNF717,protein_coding
AP002856.1,lncRNA
LBX1-AS1,lncRNA
AL139275.2,lncRNA
AC011742.1,processed_pseudogene
OTX2P2,processed_pseudogene
AL161788.1,processed_pseudogene
AC241644.1,lncRNA
USP17L5,protein_coding
AL160286.1,processed_pseudogene
LINC01153,lncRNA
IL21-AS1,lncRNA
AC069285.2,lncRNA
MTCO1P44,processed_pseudogene
AL669970.2,lncRNA
PRR20D,protein_coding
OR2T7,polymorphic_pseudogene
MKRN6P,unprocessed_pseudogene
AL161725.1,lncRNA
AC068535.1,lncRNA
AC073621.1,processed_pseudogene
DDX11L16,unprocessed_pseudogene
DDX11L16,unprocessed_pseudogene
THEM7P,transcribed_unitary_pseudogene
AC092755.1,lncRNA
AL139220.1,processed_pseudogene
WDR11-AS1,lncRNA
STSP1,unprocessed_pseudogene
AL442638.1,lncRNA
Z98747.1,lncRNA
AF178030.1,lncRNA
AC011290.1,lncRNA
MYL6P3,processed_pseudogene
AL590677.1,lncRNA
NSA2P5,processed_pseudogene
AIMP1P2,processed_pseudogene
PGBP,transcribed_unprocessed_pseudogene
LRRC2P1,processed_pseudogene
LINC01688,lncRNA
VN1R28P,unitary_pseudogene
HDGFP1,processed_pseudogene
AC018511.1,lncRNA
RPL21P31,processed_pseudogene
MGAT3-AS1,lncRNA
AC092535.2,lncRNA
TRGC2,TR_C_gene
AL023581.2,lncRNA
AC244453.1,lncRNA
MIR663AHG,lncRNA
IGHD4-23,IG_D_gene
AC009365.3,lncRNA
C6orf47-AS1,lncRNA
ST7-AS1,lncRNA
AL162724.1,lncRNA
CNN2P1,processed_pseudogene
SUB1P1,processed_pseudogene
RBMY2JP,unprocessed_pseudogene
PFN1P9,processed_pseudogene
AL645937.2,lncRNA
RPL31P12,processed_pseudogene
WARS2P1,processed_pseudogene
AC079145.1,lncRNA
H3P45,processed_pseudogene
PFN1P6,processed_pseudogene
SPATA13-AS1,lncRNA
HCG15,lncRNA
AL355613.1,lncRNA
AL356276.1,lncRNA
AL157935.1,lncRNA
AL133346.1,lncRNA
AC092035.1,processed_pseudogene
MTND1P14,unprocessed_pseudogene
AC017101.1,lncRNA
AL606534.1,lncRNA
WASH7P,unprocessed_pseudogene
CICP17,processed_pseudogene
SPANXB1,protein_coding
AL583844.1,processed_pseudogene
AL672291.1,lncRNA
TTC39DP,unitary_pseudogene
AL136456.1,lncRNA
AC011998.1,processed_pseudogene
AC244394.2,unprocessed_pseudogene
SLAMF6P1,unprocessed_pseudogene
LINC00845,lncRNA
AC092042.1,lncRNA
TRIM60P13,processed_pseudogene
FAM155A-IT1,lncRNA
AC000374.1,processed_pseudogene
TRIM60P9Y,processed_pseudogene
AC012063.1,lncRNA
AL158834.2,lncRNA
VDAC1P12,processed_pseudogene
CDRT15P2,unprocessed_pseudogene
MIS18A-AS1,lncRNA
AL158827.1,processed_pseudogene
SMIM2-AS1,lncRNA
HMGN2P22,processed_pseudogene
LINC01985,lncRNA
YWHAZP7,processed_pseudogene
HCG4B,unprocessed_pseudogene
ACTR3BP5,processed_pseudogene
GXYLT1P7,processed_pseudogene
AC072039.1,processed_pseudogene
KLLN,protein_coding
AL162427.1,lncRNA
AC009963.1,unprocessed_pseudogene
RPL39P25,processed_pseudogene
MYOCD-AS1,lncRNA
MTND6P10,unprocessed_pseudogene
AL603839.1,lncRNA
AC110015.1,lncRNA
AL389889.1,lncRNA
RPL35AP12,processed_pseudogene
MARK2P10,processed_pseudogene
ARID3BP1,processed_pseudogene
HSFY3P,transcribed_unprocessed_pseudogene
LINC01364,lncRNA
AC092170.1,processed_pseudogene
AC009229.1,lncRNA
AC118345.1,lncRNA
AC016994.1,lncRNA
ELL2P1,processed_pseudogene
AL035541.1,lncRNA
ARAFP3,processed_pseudogene
KRT16P2,transcribed_unprocessed_pseudogene
AL356489.1,lncRNA
SSXP9,unprocessed_pseudogene
AC239727.1,lncRNA
AC067942.1,transcribed_processed_pseudogene
AC073188.2,lncRNA
LINC02708,lncRNA
AC010998.1,lncRNA
LINC02832,lncRNA
AC140076.1,processed_pseudogene
AL031985.2,processed_pseudogene
AL445686.1,processed_pseudogene
LINC02630,lncRNA
MTND4P15,unprocessed_pseudogene
AL139396.1,processed_pseudogene
AF130417.1,lncRNA
RPL7AP22,processed_pseudogene
IGHJ1P,IG_J_pseudogene
LINC00434,lncRNA
RPL23AP43,processed_pseudogene
AL139280.1,lncRNA
THRAP3P1,processed_pseudogene
LINC00307,lncRNA
RPL15P1,processed_pseudogene
HAUS6P1,processed_pseudogene
PARG,protein_coding
HNRNPKP2,processed_pseudogene
MTND5P25,unprocessed_pseudogene
CEACAMP7,unprocessed_pseudogene
PPIAP88,processed_pseudogene
NANOGP6,processed_pseudogene
ARHGEF7-AS1,lncRNA
RAB28P3,processed_pseudogene
RBM26-AS1,lncRNA
AL359644.1,lncRNA
LINC00866,lncRNA
AL354861.1,processed_pseudogene
AC017074.1,lncRNA
AL512658.1,lncRNA
RPS24P7,processed_pseudogene
AC018685.1,lncRNA
AC008060.2,lncRNA
SLC9B1P4,unprocessed_pseudogene
CDK8P2,processed_pseudogene
AC254562.1,processed_pseudogene
AC074085.1,processed_pseudogene
TP73-AS1,transcribed_unitary_pseudogene
RABGAP1L-DT,lncRNA
AL157832.1,lncRNA
DLG1-AS1,lncRNA
FTH1P16,processed_pseudogene
PPIAP2,processed_pseudogene
EIF4A2P2,processed_pseudogene
RPL35AP2,processed_pseudogene
AC091705.1,lncRNA
AL133410.1,lncRNA
SALL1P1,processed_pseudogene
HPN-AS1,lncRNA
AL031575.1,processed_pseudogene
RPL11P1,processed_pseudogene
EIF2AP4,processed_pseudogene
AC079355.2,processed_pseudogene
KIF9-AS1,lncRNA
AL391219.1,processed_pseudogene
AC012501.2,lncRNA
RPL37P1,processed_pseudogene
LINC01806,lncRNA
KRT8P20,processed_pseudogene
RNF6P1,processed_pseudogene
AC245884.1,lncRNA
AMYP1,unprocessed_pseudogene
ZMYM4-AS1,lncRNA
ACNATP,unitary_pseudogene
STK33P1,processed_pseudogene
AL022238.1,processed_pseudogene
AL929472.1,processed_pseudogene
AC114402.1,processed_pseudogene
PCGEM1,lncRNA
LINC01724,lncRNA
OR10U1P,unprocessed_pseudogene
MRPS21P2,processed_pseudogene
VN1R33P,unitary_pseudogene
MDH1P1,processed_pseudogene
H3P9,processed_pseudogene
CSE1L-AS1,lncRNA
ASIC4-AS1,lncRNA
AC090018.1,processed_pseudogene
RNF19BPX,processed_pseudogene
FCF1P1,processed_pseudogene
RPS8P4,processed_pseudogene
AP001471.1,lncRNA
TTTY17B,lncRNA
ATP5MC1P4,processed_pseudogene
H3P30,processed_pseudogene
AC007322.1,unprocessed_pseudogene
OR10R1P,unprocessed_pseudogene
XGY1,unprocessed_pseudogene
FGF7P6,transcribed_unprocessed_pseudogene
HNRNPA1P63,processed_pseudogene
MTND4P30,unprocessed_pseudogene
AL450345.1,lncRNA
LINC00310,lncRNA
AC079612.2,lncRNA
PSME2P6,processed_pseudogene
AL390838.1,lncRNA
GPN3P1,processed_pseudogene
PDE4B-AS1,lncRNA
LINC01537,lncRNA
RPL39P16,processed_pseudogene
AKR1B15,protein_coding
TSSK5P,unitary_pseudogene
RPL6P24,processed_pseudogene
AL355300.1,lncRNA
STK4-AS1,lncRNA
AC124861.1,lncRNA
CCDC148-AS1,lncRNA
AC008080.2,lncRNA
AL157702.2,lncRNA
CR559946.1,lncRNA
AL162400.1,lncRNA
AL050309.1,lncRNA
NCAM1-AS1,lncRNA
GAGE12D,protein_coding
AC006458.1,lncRNA
CCNJP1,processed_pseudogene
AL138921.1,lncRNA
AC239367.1,unprocessed_pseudogene
USP9YP14,unprocessed_pseudogene
KIF1C-AS1,lncRNA
AC099066.2,lncRNA
PABPC1P6,processed_pseudogene
AC018359.1,lncRNA
AC092647.2,processed_pseudogene
SCAMP4,protein_coding
MROCKI,lncRNA
AC016925.1,processed_pseudogene
LTB,protein_coding
LINC01624,lncRNA
LINC01839,lncRNA
LINC01442,lncRNA
AC005297.1,unprocessed_pseudogene
AL592301.1,lncRNA
ILRUNP1,processed_pseudogene
AC107890.1,processed_pseudogene
C1DP4,processed_pseudogene
AL160163.1,lncRNA
LINC01483,lncRNA
MIR1302-9HG,lncRNA
AL008719.1,lncRNA
TUBB4BP8,processed_pseudogene
RPS20P15,processed_pseudogene
RPL7P6,processed_pseudogene
AC096540.1,lncRNA
DIAPH3-AS1,lncRNA
AL162414.1,lncRNA
AC002542.1,processed_pseudogene
SLC2A1-AS1,lncRNA
AP1M2P1,processed_pseudogene
AL357315.1,lncRNA
SOCS5P4,processed_pseudogene
AL139281.1,processed_pseudogene
HNRNPFP1,processed_pseudogene
DNAJC9-AS1,lncRNA
SFR1P1,processed_pseudogene
AC092614.1,lncRNA
SPAG5-AS1,lncRNA
AC018647.1,lncRNA
AC006455.2,processed_pseudogene
OR4A2P,unprocessed_pseudogene
AC116035.1,lncRNA
TRBV7-5,TR_V_pseudogene
USP17L12,protein_coding
AL590422.1,lncRNA
MIR4290HG,lncRNA
AC096531.1,unprocessed_pseudogene
MTND3P9,processed_pseudogene
RPS15AP30,processed_pseudogene
AC074257.1,lncRNA
RNF11P2,processed_pseudogene
LINC00376,lncRNA
SNX18P26,processed_pseudogene
AC004986.1,processed_pseudogene
AC112229.2,lncRNA
RPS3AP53,processed_pseudogene
AL136114.1,lncRNA
STAU2P1,processed_pseudogene
ADGRF5P1,transcribed_processed_pseudogene
RPS3AP37,processed_pseudogene
MTND4P5,unprocessed_pseudogene
AL360013.1,processed_pseudogene
RPS26P39,processed_pseudogene
CNTN4-AS2,lncRNA
TP73-AS3,lncRNA
ATP5MC1P5,processed_pseudogene
HSD11B1-AS1,lncRNA
PIGFP3,processed_pseudogene
PHBP16,processed_pseudogene
WASF1P1,processed_pseudogene
Z94721.1,lncRNA
PTPRT-AS1,lncRNA
AL031779.1,lncRNA
TOMM22P3,processed_pseudogene
AC005392.1,lncRNA
SUMO2P2,processed_pseudogene
TMEM183AP1,processed_pseudogene
FRMPD3-AS1,lncRNA
LINC01074,lncRNA
QRSL1P2,processed_pseudogene
AP001324.1,processed_pseudogene
AC063976.3,unprocessed_pseudogene
CERS6-AS1,lncRNA
AL391056.1,lncRNA
ALG1L8P,unprocessed_pseudogene
PHBP11,processed_pseudogene
AC010881.1,processed_pseudogene
SNRPEP3,processed_pseudogene
AL359510.1,processed_pseudogene
AL080276.2,lncRNA
SLC25A15P1,unprocessed_pseudogene
LINC01132,lncRNA
AC018804.1,unprocessed_pseudogene
RBMY2YP,unprocessed_pseudogene
LINC01714,lncRNA
USP9YP21,unprocessed_pseudogene
HNRNPA1P14,processed_pseudogene
SOX21-AS1,lncRNA
HIGD1AP11,processed_pseudogene
RPL7P54,processed_pseudogene
STEAP2-AS1,lncRNA
MTND6P32,processed_pseudogene
ISCA1P6,processed_pseudogene
SERPINA7P1,unprocessed_pseudogene
AC005160.1,lncRNA
CLYBL-AS2,lncRNA
UST-AS1,lncRNA
MTCO3P18,unprocessed_pseudogene
RPL7P2,processed_pseudogene
CYCSP24,processed_pseudogene
AL392003.1,processed_pseudogene
AL390728.4,transcribed_unprocessed_pseudogene
AL162734.1,lncRNA
LINC00355,lncRNA
LINC01068,lncRNA
AL355581.1,lncRNA
AL133173.1,processed_pseudogene
AC108051.1,lncRNA
AL033504.1,lncRNA
ATP5F1AP2,transcribed_processed_pseudogene
AL358394.1,lncRNA
CROCCP4,transcribed_unprocessed_pseudogene
LINC02088,lncRNA
AL713965.1,lncRNA
HNRNPA3P2,unprocessed_pseudogene
SRP68P2,processed_pseudogene
MED28P3,processed_pseudogene
GSTM3P1,processed_pseudogene
RPL23AP74,processed_pseudogene
DNMBP-AS1,lncRNA
AP001619.1,lncRNA
AC239809.2,processed_pseudogene
LINC00111,lncRNA
AL354892.1,lncRNA
AL391097.2,lncRNA
AL713998.1,lncRNA
SDAD1P3,processed_pseudogene
LINC01850,lncRNA
AC091607.1,processed_pseudogene
AC245517.2,unprocessed_pseudogene
AL451054.1,unprocessed_pseudogene
AL359915.1,lncRNA
AC092159.1,lncRNA
MTND6P18,processed_pseudogene
AP000459.1,lncRNA
AC138749.1,unprocessed_pseudogene
AC016730.1,lncRNA
AC006042.1,lncRNA
RPSAP64,processed_pseudogene
AL022100.1,transcribed_processed_pseudogene
AL596188.1,lncRNA
GCOM2,processed_pseudogene
AP001271.1,lncRNA
AL356583.1,unprocessed_pseudogene
RD3L,protein_coding
MTND6P5,unprocessed_pseudogene
AC239809.3,lncRNA
AL590378.1,lncRNA
CYCSP5,processed_pseudogene
MTCO3P16,unprocessed_pseudogene
OR8B1P,transcribed_unprocessed_pseudogene
PSMD14P1,processed_pseudogene
LINC02803,lncRNA
AL121987.2,lncRNA
CALR4P,transcribed_unitary_pseudogene
AC004875.1,lncRNA
LINC01940,lncRNA
AC098826.2,unprocessed_pseudogene
AC096631.2,processed_pseudogene
AL138916.1,lncRNA
RCC2-AS1,lncRNA
AC023194.1,processed_pseudogene
AP000344.1,transcribed_processed_pseudogene
AP000282.1,lncRNA
AL645939.2,unprocessed_pseudogene
VTI1BP4,processed_pseudogene
AC135001.1,processed_pseudogene
GUSBP8,unprocessed_pseudogene
LINC01693,lncRNA
MYL12BP2,processed_pseudogene
AL671277.1,unprocessed_pseudogene
AC072062.1,lncRNA
RPL7P12,processed_pseudogene
ASH1L-IT1,lncRNA
AL031282.1,transcribed_processed_pseudogene
AKR1D1P1,processed_pseudogene
AL031736.1,processed_pseudogene
AC234779.1,processed_pseudogene
AC002553.1,lncRNA
ZNF965P,processed_pseudogene
AC092013.1,processed_pseudogene
MTCO3P43,processed_pseudogene
MTCYBP7,processed_pseudogene
SPECC1P1,transcribed_unprocessed_pseudogene
RPS10P9,processed_pseudogene
MTND4LP9,processed_pseudogene
CDPF1P1,processed_pseudogene
IGHD4-17,IG_D_gene
DNAJB3,transcribed_processed_pseudogene
AL158198.1,lncRNA
RPL21P90,processed_pseudogene
OR5W1P,unprocessed_pseudogene
AL355674.1,lncRNA
INKA2-AS1,lncRNA
Z82190.1,processed_pseudogene
MRPS17P9,processed_pseudogene
AL359265.1,unprocessed_pseudogene
ARHGAP42P1,unprocessed_pseudogene
AL590408.1,lncRNA
AC122136.1,lncRNA
SLC9A7P1,transcribed_processed_pseudogene
PKD1P2,unprocessed_pseudogene
TRIM60P3Y,processed_pseudogene
ST13P21,processed_pseudogene
AP003385.1,processed_pseudogene
CARM1P1,transcribed_unprocessed_pseudogene
AC008850.1,processed_pseudogene
TRIM60P11Y,processed_pseudogene
AL121885.2,lncRNA
KRTAP8-3P,unprocessed_pseudogene
MTND5P31,unprocessed_pseudogene
AC093166.1,processed_pseudogene
AL627223.1,processed_pseudogene
UGT1A11P,unprocessed_pseudogene
PPIAP93,processed_pseudogene
SUCLA2-AS1,lncRNA
SEPTIN2P1,processed_pseudogene
AC021035.1,lncRNA
RPS29P17,processed_pseudogene
AL590135.1,processed_pseudogene
DPY19L2P3,transcribed_unprocessed_pseudogene
AL358075.2,lncRNA
MTND5P18,processed_pseudogene
HNRNPA1P31,processed_pseudogene
AC002383.1,lncRNA
ARL5AP1,processed_pseudogene
ELOCP11,processed_pseudogene
TEX46,protein_coding
USP9YP12,unprocessed_pseudogene
Z93242.1,processed_pseudogene
GRAMD4P1,processed_pseudogene
RPL23AP89,processed_pseudogene
MRLN,protein_coding
AC114760.1,processed_pseudogene
PSPC1P1,unprocessed_pseudogene
AL050402.1,lncRNA
ASS1P5,processed_pseudogene
THAP12P6,processed_pseudogene
ATP6V0E1P4,processed_pseudogene
AL590652.1,lncRNA
RPS26P13,processed_pseudogene
FAM66A,lncRNA
PSMA2P3,processed_pseudogene
OR5P4P,unprocessed_pseudogene
LINC00352,lncRNA
AL731569.1,lncRNA
AC062032.1,lncRNA
MED6P1,processed_pseudogene
SNAP25-AS1,lncRNA
AL158837.1,lncRNA
FLJ31104,lncRNA
AC092634.3,transcribed_processed_pseudogene
LINC02344,lncRNA
AL441943.2,lncRNA
KRT8P44,processed_pseudogene
AL136979.1,lncRNA
ELOCP16,unprocessed_pseudogene
AL449043.1,lncRNA
AL353997.1,unprocessed_pseudogene
AL353597.1,lncRNA
SPTLC1P5,processed_pseudogene
AC006455.3,processed_pseudogene
RBPJP6,processed_pseudogene
LINC01655,lncRNA
MACROD2-IT1,lncRNA
SRGAP3-AS3,lncRNA
AC003087.1,lncRNA
SELENOOLP,transcribed_unitary_pseudogene
AL357874.1,lncRNA
AL732414.1,processed_pseudogene
AL390243.1,lncRNA
MTND2P30,processed_pseudogene
AC104695.1,lncRNA
RPL3P2,processed_pseudogene
LINC01696,lncRNA
UQCRBP2,processed_pseudogene
FRMD8P1,processed_pseudogene
PTPRK-AS1,lncRNA
AC007383.1,lncRNA
LINC01738,lncRNA
AC003989.1,processed_pseudogene
CYCSP46,processed_pseudogene
AL590128.1,processed_pseudogene
RPL18AP17,processed_pseudogene
LINC01341,lncRNA
TARID,lncRNA
AL390778.1,lncRNA
AL451042.2,lncRNA
AL138799.1,lncRNA
AL391994.1,processed_pseudogene
RBM15-AS1,lncRNA
LINC01429,lncRNA
AC098592.2,processed_pseudogene
BUB3P1,processed_pseudogene
NPM1P22,processed_pseudogene
NR1H5P,unitary_pseudogene
AC078809.1,processed_pseudogene
THAP12P3,processed_pseudogene
PIN4P1,processed_pseudogene
AC002127.1,processed_pseudogene
AC012668.1,lncRNA
RPL7P30,processed_pseudogene
BRK1P2,processed_pseudogene
TRIM60P18,unprocessed_pseudogene
AC092675.2,lncRNA
TDGF1P1,processed_pseudogene
AC108463.1,processed_pseudogene
AL035417.1,processed_pseudogene
RAB11AP1,processed_pseudogene
MTND5P1,processed_pseudogene
RPL7AP65,processed_pseudogene
DHX9P1,processed_pseudogene
MYCLP2,processed_pseudogene
AC020743.1,lncRNA
AC011933.1,processed_pseudogene
AC105935.1,lncRNA
AC073343.2,lncRNA
IL6R-AS1,lncRNA
